# diversification rates over age (Cetacea_Steeman2009, fit & congruent)
Net diversification rates for previously fitted and congruent model, tree 'Cetacea_Steeman2009'
#
# age	r (fit)
0	0.0793807712819906
0.0103180747747748	0.0793528634105721
0.0206361495495496	0.0793249555391535
0.0309542243243243	0.0792970476677349
0.0412722990990991	0.0792691397963163
0.0515903738738739	0.0792412319248978
0.0619084486486487	0.0792133240534792
0.0722265234234234	0.0791854161820606
0.0825445981981982	0.079157508310642
0.092862672972973	0.0791296004392235
0.103180747747748	0.0791016925678049
0.113498822522523	0.0790737846963863
0.123816897297297	0.0790458768249678
0.134134972072072	0.0790179689535492
0.144453046846847	0.0789900610821306
0.154771121621622	0.078962153210712
0.165089196396396	0.0789342453392935
0.175407271171171	0.0789063374678749
0.185725345945946	0.0788784295964563
0.196043420720721	0.0788505217250377
0.206361495495496	0.0788226138536192
0.21667957027027	0.0787947059822006
0.226997645045045	0.078766798110782
0.23731571981982	0.0787388902393635
0.247633794594595	0.0787109823679449
0.257951869369369	0.0786830744965263
0.268269944144144	0.0786551666251077
0.278588018918919	0.0786272587536892
0.288906093693694	0.0785993508822706
0.299224168468468	0.078571443010852
0.309542243243243	0.0785435351394334
0.319860318018018	0.0785156272680149
0.330178392792793	0.0784877193965963
0.340496467567568	0.0784598115251777
0.350814542342342	0.0784319036537592
0.361132617117117	0.0784039957823406
0.371450691891892	0.078376087910922
0.381768766666667	0.0783481800395034
0.392086841441441	0.0783202721680849
0.402404916216216	0.0782923642966663
0.412722990990991	0.0782644564252477
0.423041065765766	0.0782365485538291
0.433359140540541	0.0782086406824106
0.443677215315315	0.078180732810992
0.45399529009009	0.0781528249395734
0.464313364864865	0.0781249170681549
0.47463143963964	0.0780970091967363
0.484949514414414	0.0780691013253177
0.495267589189189	0.0780411934538991
0.505585663963964	0.0780132855824806
0.515903738738739	0.077985377711062
0.526221813513514	0.0779574698396434
0.536539888288288	0.0779295619682248
0.546857963063063	0.0779016540968063
0.557176037837838	0.0778737462253877
0.567494112612613	0.0778458383539691
0.577812187387387	0.0778179304825505
0.588130262162162	0.077790022611132
0.598448336936937	0.0777621147397134
0.608766411711712	0.0777342068682948
0.619084486486487	0.0777062989968763
0.629402561261261	0.0776783911254577
0.639720636036036	0.0776504832540391
0.650038710810811	0.0776225753826205
0.660356785585586	0.077594667511202
0.67067486036036	0.0775667596397834
0.680992935135135	0.0775388517683648
0.69131100990991	0.0775109438969463
0.701629084684685	0.0774830360255277
0.71194715945946	0.0774551281541091
0.722265234234234	0.0774272202826905
0.732583309009009	0.077399312411272
0.742901383783784	0.0773714045398534
0.753219458558559	0.0773434966684348
0.763537533333333	0.0773155887970162
0.773855608108108	0.0772876809255977
0.784173682882883	0.0772597730541791
0.794491757657658	0.0772318651827605
0.804809832432433	0.077203957311342
0.815127907207207	0.0771760494399234
0.825445981981982	0.0771481415685048
0.835764056756757	0.0771202336970862
0.846082131531532	0.0770923258256677
0.856400206306306	0.0770644179542491
0.866718281081081	0.0770365100828305
0.877036355855856	0.0770086022114119
0.887354430630631	0.0769806943399934
0.897672505405405	0.0769527864685748
0.90799058018018	0.0769248785971562
0.918308654954955	0.0768969707257377
0.92862672972973	0.0768690628543191
0.938944804504505	0.0768411549829005
0.949262879279279	0.0768132471114819
0.959580954054054	0.0767853392400634
0.969899028828829	0.0767574313686448
0.980217103603604	0.0767295234972262
0.990535178378378	0.0767016156258076
1.00085325315315	0.0766737077543891
1.01117132792793	0.0766457998829705
1.0214894027027	0.0766178920115519
1.03180747747748	0.0765899841401333
1.04212555225225	0.0765620762687148
1.05244362702703	0.0765341683972962
1.0627617018018	0.0765062605258776
1.07307977657658	0.0764783526544591
1.08339785135135	0.0764504447830405
1.09371592612613	0.0764225369116219
